# RA = 11 04 27.34(166.11392)
# Dec = +38 12 32.40(38.209)
# Redshift = 0.0
# NH = 1.92E20 
# BeppoSAX Spectra (Giommi et al. 2002) (id = 112)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.1380E15     0.0000E00    2.3205E-10   7.7070E-12    56072.71559    56072.718685
1.4770E15     0.0000E00    2.6776E-10   8.8928E-12    56072.707998    56072.711674
1.3440E15     0.0000E00    3.4625E-10   1.1499E-11    56414.139282    56414.145975
1.4770E15     0.0000E00    1.7367E-10   5.7681E-12    55976.323137    55976.327132
1.4770E15     0.0000E00    1.2466E-10   4.1404E-12    55920.511019    55920.51473
1.3440E15     0.0000E00    1.8340E-10   6.0909E-12    56012.228993    56012.232269
1.4770E15     0.0000E00    1.2816E-10   4.2563E-12    54564.186898    54564.190928
1.1380E15     0.0000E00    1.1107E-10   3.6888E-12    54564.19522    54564.199242
1.3440E15     0.0000E00    1.2688E-10   4.2139E-12    54564.191053    54564.195083
1.1380E15     0.0000E00    1.0318E-10   3.4268E-12    54569.280903    54569.289582
1.4770E15     0.0000E00    1.1370E-10   3.7761E-12    54569.210567    54569.21407
1.1380E15     0.0000E00    2.3205E-10   7.7070E-12    56310.174988    56310.178393
1.4770E15     0.0000E00    3.5297E-10   1.1723E-11    56400.036262    56400.061196
1.3440E15     0.0000E00    2.2458E-10   7.4589E-12    57395.485023    57395.489017
1.1380E15     0.0000E00    1.7124E-10   5.6871E-12    55972.328981    55972.331876
1.3440E15     0.0000E00    2.5550E-10   8.4856E-12    55657.241019    55657.245755
1.4770E15     0.0000E00    2.2272E-10   7.3968E-12    55690.958958    55690.963296
1.3440E15     0.0000E00    1.9741E-10   6.5566E-12    55972.325069    55972.328872
1.3440E15     0.0000E00    1.9924E-10   6.6173E-12    55680.129051    55680.132853
1.3440E15     0.0000E00    2.2876E-10   7.5976E-12    55690.963426    55690.967763
1.4770E15     0.0000E00    2.3975E-10   7.9622E-12    55655.021574    55655.026082
1.1380E15     0.0000E00    1.8097E-10   6.0102E-12    55680.132963    55680.136724
1.4770E15     0.0000E00    1.9219E-10   6.3832E-12    55680.125127    55680.128929
1.1380E15     0.0000E00    2.1957E-10   7.2927E-12    55655.030856    55655.035327
1.4770E15     0.0000E00    2.1465E-10   7.1292E-12    57395.482743    57395.486736
1.3440E15     0.0000E00    2.4626E-10   8.1786E-12    55655.026215    55655.030724
1.1380E15     0.0000E00    1.7124E-10   5.6871E-12    57457.304375    57457.307565
1.1380E15     0.0000E00    1.8949E-10   6.2934E-12    57395.487315    57395.49106
1.3440E15     0.0000E00    4.6493E-10   1.5441E-11    56393.024745    56393.029089
1.4770E15     0.0000E00    1.6283E-10   5.4081E-12    57457.297407    57457.300777
1.1380E15     0.0000E00    1.2870E-10   4.2745E-12    55719.053148    55719.056869
1.3440E15     0.0000E00    1.5115E-10   5.0197E-12    55719.049375    55719.053029
1.4770E15     0.0000E00    1.4580E-10   4.8422E-12    55719.045602    55719.049256
1.4770E15     0.0000E00    2.5104E-10   8.3375E-12    55657.236146    55657.240882
1.1380E15     0.0000E00    1.0904E-10   3.6215E-12    54916.958287    54916.961739
1.4770E15     0.0000E00    1.8187E-10   6.0400E-12    55972.321146    55972.324948
1.1380E15     0.0000E00    2.2366E-10   7.4282E-12    55657.245891    55657.250596
1.3440E15     0.0000E00    1.2688E-10   4.2139E-12    54916.954363    54916.958166
1.1380E15     0.0000E00    1.7282E-10   5.7396E-12    57105.974734    57105.978389
1.1380E15     0.0000E00    1.1956E-10   3.9708E-12    55152.469653    55152.472927
1.3440E15     0.0000E00    4.8684E-10   1.6169E-11    56393.165938    56393.174146
1.4770E15     0.0000E00    1.7855E-10   5.9298E-12    55978.195961    55978.199535
1.4770E15     0.0000E00    2.4874E-10   8.2611E-12    56338.001806    56338.005608
1.4770E15     0.0000E00    1.4052E-10   4.6670E-12    54559.240336    54559.244821
1.1380E15     0.0000E00    2.2161E-10   7.3602E-12    56338.009653    56338.013112
1.1380E15     0.0000E00    1.2405E-10   4.1199E-12    54559.24956    54559.253405
1.4770E15     0.0000E00    2.0312E-10   6.7459E-12    57115.414132    57115.418116
1.4770E15     0.0000E00    1.9398E-10   6.4423E-12    57105.966794    57105.970642
1.3440E15     0.0000E00    1.9381E-10   7.5603E-12    57121.937708    57121.939642
1.1380E15     0.0000E00    1.6811E-10   5.5833E-12    57121.883935    57121.887244
1.4770E15     0.0000E00    1.8187E-10   6.0400E-12    57121.880833    57121.884245
1.3440E15     0.0000E00    2.0863E-10   6.9291E-12    57113.493032    57113.50018
1.4770E15     0.0000E00    1.9941E-10   6.6228E-12    57113.482998    57113.492803
1.1380E15     0.0000E00    1.8433E-10   6.1218E-12    57115.42235    57115.426985
1.3440E15     0.0000E00    2.1448E-10   7.1233E-12    57115.418241    57115.422225
1.3440E15     0.0000E00    1.4568E-10   4.8382E-12    54559.244942    54559.249428
1.3440E15     0.0000E00    2.5315E-10   8.4078E-12    56335.199282    56335.20452
1.3440E15     0.0000E00    2.0109E-10   6.6785E-12    57105.970764    57105.974612
1.1380E15     0.0000E00    3.3234E-10   1.1038E-11    56402.046042    56402.061709
1.4770E15     0.0000E00    3.8348E-10   1.2736E-11    56402.040984    56402.065462
1.4770E15     0.0000E00    4.0902E-10   1.3584E-11    56393.156065    56393.181341
1.4770E15     0.0000E00    4.3226E-10   1.4356E-11    56393.022917    56393.02726
1.1380E15     0.0000E00    3.8511E-10   1.2791E-11    56393.026586    56393.030156
1.1380E15     0.0000E00    2.1360E-10   7.0939E-12    56335.204664    56335.222948
1.4770E15     0.0000E00    1.9043E-10   6.3247E-12    54592.171863    54592.174982
1.1380E15     0.0000E00    1.6505E-10   5.4813E-12    54592.178322    54592.184071
1.3440E15     0.0000E00    1.9381E-10   6.4370E-12    54592.175093    54592.18133
1.3440E15     0.0000E00    1.9741E-10   6.5566E-12    56320.309016    56320.312887
1.1380E15     0.0000E00    1.6811E-10   5.5833E-12    56320.313009    56320.316585
1.3440E15     0.0000E00    1.9381E-10   6.4370E-12    57457.300891    57457.30426
1.4770E15     0.0000E00    1.9043E-10   6.3247E-12    56320.305023    56320.308894
1.3440E15     0.0000E00    3.3066E-10   1.0982E-11    56302.158866    56302.162565
1.3440E15     0.0000E00    1.1153E-10   3.7041E-12    55386.307211    55386.311469
1.1380E15     0.0000E00    2.7138E-10   9.0133E-12    55576.489954    55576.494358
1.4770E15     0.0000E00    1.5694E-10   5.2124E-12    57181.832338    57181.835659
1.1380E15     0.0000E00    1.4374E-10   4.7740E-12    57181.835475    57181.838521
1.1380E15     0.0000E00    1.2067E-10   4.0076E-12    55315.104664    55315.108254
1.3440E15     0.0000E00    1.7195E-10   6.7071E-12    57181.949734    57181.951565
1.3440E15     0.0000E00    3.1578E-10   1.0488E-11    55576.485104    55576.489818
1.3440E15     0.0000E00    1.3784E-10   4.5780E-12    55315.100741    55315.104543
1.3440E15     0.0000E00    2.2458E-10   7.4589E-12    55651.279965    55651.28354
1.1380E15     0.0000E00    9.6736E-11   3.2128E-12    55386.311597    55386.315202
1.4770E15     0.0000E00    1.0958E-10   3.6395E-12    55386.302824    55386.307082
1.1380E15     0.0000E00    2.3637E-10   7.8503E-12    55612.207766    55612.211725
1.4770E15     0.0000E00    1.2698E-10   4.2173E-12    54916.95044    54916.954242
1.1380E15     0.0000E00    1.9661E-10   6.5295E-12    55651.283657    55651.286737
1.4770E15     0.0000E00    2.1864E-10   7.2618E-12    55651.276285    55651.279859
1.1380E15     0.0000E00    1.8949E-10   7.3917E-12    56039.052674    56039.053263
1.4770E15     0.0000E00    2.5571E-10   8.4925E-12    55612.199664    55612.203592
1.1380E15     0.0000E00    1.8949E-10   6.2934E-12    57116.953438    57116.957545
1.4770E15     0.0000E00    2.1465E-10   7.1292E-12    57116.944687    57116.948934
1.4770E15     0.0000E00    1.3544E-10   4.4982E-12    55152.467836    55152.472179
1.3440E15     0.0000E00    1.4041E-10   4.6631E-12    55152.468738    55152.473082
1.4770E15     0.0000E00    1.9941E-10   6.6228E-12    56039.049757    56039.051144
1.3440E15     0.0000E00    1.6726E-10   5.5550E-12    57033.76397    57033.767727
1.1380E15     0.0000E00    1.3982E-10   4.6439E-12    57033.767836    57033.771436
1.3440E15     0.0000E00    2.2458E-10   7.4589E-12    57116.949063    57116.953309
1.4770E15     0.0000E00    1.5127E-10   5.0238E-12    57033.760093    57033.763849
1.4770E15     0.0000E00    2.4646E-10   8.1854E-12    56335.3286    56335.334748
1.4770E15     0.0000E00    1.3923E-10   4.6242E-12    55315.096829    55315.100631
1.4770E15     0.0000E00    3.1028E-10   1.0305E-11    56302.155035    56302.161614
1.1380E15     0.0000E00    2.7390E-10   9.0968E-12    56302.230313    56302.232576
1.1380E15     0.0000E00    1.5473E-10   5.1390E-12    57175.360289    57175.370635
1.4770E15     0.0000E00    3.1028E-10   1.0305E-11    55576.480255    55576.484968
1.3440E15     0.0000E00    2.1252E-10   1.4898E-11    56659.489236    56659.492853
5.5500E14     0.0000E00    1.0192E-10   2.9630E-12    54556.573044    54556.575411
8.5630E14     0.0000E00    1.0843E-10   3.6013E-12    54556.560868    54556.563235
1.3440E15     0.0000E00    1.3784E-10   4.5780E-12    54556.575498    54556.579031
1.4770E15     0.0000E00    1.4851E-10   4.9321E-12    54559.917176    54559.921662
1.4770E15     0.0000E00    2.2272E-10   7.3968E-12    56765.65831    56765.662363
1.4770E15     0.0000E00    1.7528E-10   5.8216E-12    56775.929965    56775.934758
1.1380E15     0.0000E00    2.1557E-10   7.1595E-12    55640.114861    55640.118671
1.1380E15     0.0000E00    2.3856E-10   7.9229E-12    55614.966215    55614.970065
1.3440E15     0.0000E00    2.7001E-10   8.9677E-12    55614.96206    55614.96609
1.4770E15     0.0000E00    1.3544E-10   4.4982E-12    54556.563356    54556.57282
1.3440E15     0.0000E00    1.4976E-10   4.9737E-12    54559.921794    54559.92628
1.4770E15     0.0000E00    2.0126E-10   6.6840E-12    56016.032164    56016.035283
1.1380E15     0.0000E00    1.7441E-10   5.7928E-12    56016.038623    56016.041605
1.3440E15     0.0000E00    2.0672E-10   6.8657E-12    56016.035394    56016.038512
1.1380E15     0.0000E00    1.7441E-10   5.7928E-12    55988.63956    55988.643664
1.4770E15     0.0000E00    1.9043E-10   6.3247E-12    55988.631273    55988.635292
1.1380E15     0.0000E00    1.2752E-10   4.2353E-12    54559.926412    54559.930493
1.3440E15     0.0000E00    2.4853E-10   8.2543E-12    55640.110475    55640.114732
1.1380E15     0.0000E00    1.1738E-10   3.8984E-12    54556.556007    54556.560732
1.3440E15     0.0000E00    1.1787E-10   3.9145E-12    54952.968692    54952.972494
1.3440E15     0.0000E00    1.9924E-10   6.6173E-12    55988.635417    55988.639435
1.3440E15     0.0000E00    2.3088E-10   7.6680E-12    56768.935706    56768.938369
1.1380E15     0.0000E00    1.8264E-10   1.2803E-11    56659.49125    56659.494512
1.3440E15     0.0000E00    3.5924E-10   1.1931E-11    56355.988819    56355.993749
1.1380E15     0.0000E00    2.8946E-10   1.1291E-11    56355.993889    56355.995091
1.3440E15     0.0000E00    1.3533E-10   5.2788E-12    57546.296215    57546.298411
1.1380E15     0.0000E00    2.9757E-10   9.8829E-12    56384.891701    56384.89779
1.1380E15     0.0000E00    1.1630E-10   3.8627E-12    57546.298507    57546.302087
1.4770E15     0.0000E00    3.3708E-10   1.1195E-11    56384.878866    56384.885117
1.3440E15     0.0000E00    1.7676E-10   5.8706E-12    54978.917384    54978.921187
1.1380E15     0.0000E00    1.5332E-10   5.0919E-12    54978.921296    54978.924928
1.4770E15     0.0000E00    2.5807E-10   8.5711E-12    55614.957905    55614.961935
1.4770E15     0.0000E00    1.7208E-10   5.7153E-12    54978.913461    54978.917263
1.3440E15     0.0000E00    2.3088E-10   7.6680E-12    56765.662488    56765.666541
1.3440E15     0.0000E00    2.6025E-10   8.6433E-12    56338.005729    56338.009531
1.1380E15     0.0000E00    2.0026E-10   6.6510E-12    56765.666667    56765.670736
1.3440E15     0.0000E00    2.6754E-10   8.8855E-12    55612.203715    55612.207643
1.3440E15     0.0000E00    3.4944E-10   1.1606E-11    56384.885289    56384.891541
1.4770E15     0.0000E00    2.2066E-10   7.3288E-12    56768.93294    56768.935603
1.1380E15     0.0000E00    2.0212E-10   6.7126E-12    56768.938472    56768.939941
1.1380E15     0.0000E00    1.9661E-10   6.5295E-12    56741.320775    56741.324905
1.3440E15     0.0000E00    2.2458E-10   7.4589E-12    56741.316586    56741.32065
1.4770E15     0.0000E00    2.0689E-10   6.8713E-12    56726.057986    56726.062016
1.3440E15     0.0000E00    1.8340E-10   8.4361E-12    56775.934896    56775.935223
1.4770E15     0.0000E00    1.6740E-10   5.5596E-12    55325.946458    55325.950944
1.3440E15     0.0000E00    1.5827E-10   1.1095E-11    53742.409063    53742.427674
1.3440E15     0.0000E00    2.1647E-10   7.1892E-12    56726.062141    56726.066171
1.3440E15     0.0000E00    1.6573E-10   5.5040E-12    55325.951088    55325.955574
1.1380E15     0.0000E00    1.4507E-10   4.8182E-12    55325.955706    55325.959645
1.3440E15     0.0000E00    1.6121E-10   5.3541E-12    55240.007083    55240.011569
1.1380E15     0.0000E00    1.0130E-10   3.3642E-12    54952.972616    54952.976318
1.1380E15     0.0000E00    1.3353E-10   9.3613E-12    53742.411007    53742.427795
1.4770E15     0.0000E00    2.4196E-10   8.0359E-12    55592.473171    55592.476973
1.1380E15     0.0000E00    2.1756E-10   7.2257E-12    55592.481007    55592.484643
1.4770E15     0.0000E00    1.5694E-10   5.2124E-12    55240.002454    55240.006939
1.3440E15     0.0000E00    2.4853E-10   8.2543E-12    55592.477095    55592.480897
1.1380E15     0.0000E00    1.3855E-10   4.6014E-12    55240.011701    55240.015216
1.4770E15     0.0000E00    1.5986E-10   1.1207E-11    53742.407106    53742.425718
1.4770E15     0.0000E00    2.0881E-10   6.9348E-12    56741.312396    56741.31646
1.1380E15     0.0000E00    1.8433E-10   6.1218E-12    56726.066296    56726.070049
1.4770E15     0.0000E00    1.3796E-10   4.5818E-12    55934.411447    55934.415329
1.3440E15     0.0000E00    1.9204E-10   6.3779E-12    56722.062905    56722.067163
1.4770E15     0.0000E00    1.8354E-10   6.0960E-12    56722.058519    56722.062776
1.3440E15     0.0000E00    1.3409E-10   4.4532E-12    54928.868368    54928.873239
1.4770E15     0.0000E00    1.8354E-10   6.0960E-12    56751.248588    56751.252424
1.3440E15     0.0000E00    1.9924E-10   6.6173E-12    56751.252546    56751.256383
1.4770E15     0.0000E00    1.4988E-10   1.0507E-11    56665.349155    56665.351146
1.4770E15     0.0000E00    1.1688E-10   3.8818E-12    54952.964769    54952.968571
1.1380E15     0.0000E00    1.2178E-10   4.0447E-12    55934.419444    55934.423522
1.3440E15     0.0000E00    1.3912E-10   4.6204E-12    55934.415451    55934.419333
1.4770E15     0.0000E00    1.1370E-10   3.7761E-12    55342.0675    55342.071302
1.1380E15     0.0000E00    1.0223E-10   3.3954E-12    55342.075336    55342.079084
1.3440E15     0.0000E00    1.1678E-10   3.8786E-12    55342.071412    55342.075214
1.1380E15     0.0000E00    1.7441E-10   5.7928E-12    56751.256505    56751.260328
1.1380E15     0.0000E00    1.6353E-10   5.4311E-12    56722.067292    56722.071434
1.4770E15     0.0000E00    2.4421E-10   8.1103E-12    55640.106088    55640.110346
1.1380E15     0.0000E00    1.2178E-10   4.0447E-12    54928.872766    54928.875638
1.4770E15     0.0000E00    1.1688E-10   3.8818E-12    54928.863981    54928.868239
1.1380E15     0.0000E00    1.3109E-10   9.1903E-12    56665.098519    56665.102125
1.4770E15     0.0000E00    1.2698E-10   4.2173E-12    57546.293924    57546.297633
1.1380E15     0.0000E00    1.8603E-10   6.1785E-12    56025.929896    56025.933946
1.3440E15     0.0000E00    2.1647E-10   7.1892E-12    56025.925775    56025.929771
1.1380E15     0.0000E00    1.7441E-10   5.7928E-12    57426.194884    57426.199209
1.3440E15     0.0000E00    2.4626E-10   8.1786E-12    56639.272326    56639.275992
1.3440E15     0.0000E00    1.8340E-10   6.0909E-12    55978.199653    55978.203227
1.4770E15     0.0000E00    3.2490E-10   1.0790E-11    55667.203333    55667.208047
1.3440E15     0.0000E00    3.3372E-10   1.1084E-11    55667.208183    55667.212896
1.1380E15     0.0000E00    2.8946E-10   9.6136E-12    55667.213044    55667.21728
1.4770E15     0.0000E00    1.5840E-10   5.2607E-12    55957.409074    55957.413526
1.3440E15     0.0000E00    1.4170E-10   4.7062E-12    57515.92184    57515.925711
1.1380E15     0.0000E00    1.2067E-10   4.0076E-12    57515.925833    57515.929771
1.4770E15     0.0000E00    2.0500E-10   6.8082E-12    56025.921644    56025.925639
1.4770E15     0.0000E00    2.0126E-10   6.6840E-12    56029.330475    56029.334607
1.4770E15     0.0000E00    1.3420E-10   4.4570E-12    57515.917847    57515.921718
1.1380E15     0.0000E00    2.0212E-10   6.7126E-12    55690.967894    55690.972132
1.1380E15     0.0000E00    1.8097E-10   6.0102E-12    56029.338993    56029.342977
1.3440E15     0.0000E00    2.1057E-10   6.9933E-12    56029.334734    56029.338866
1.3440E15     0.0000E00    2.0863E-10   6.9291E-12    57426.190035    57426.194748
1.3440E15     0.0000E00    2.3735E-10   7.8828E-12    56635.264062    56635.268001
1.1380E15     0.0000E00    1.5761E-10   5.2346E-12    55978.203333    55978.206868
1.3440E15     0.0000E00    1.0949E-10   4.2711E-12    55299.03191    55299.034573
1.4770E15     0.0000E00    3.0461E-10   1.0117E-11    56403.316597    56403.321035
1.1380E15     0.0000E00    9.5849E-11   3.1833E-12    55299.034676    55299.036756
1.4770E15     0.0000E00    1.1060E-10   3.6731E-12    55299.029144    55299.031806
1.4770E15     0.0000E00    2.3754E-10   7.8893E-12    56639.268542    56639.272207
1.1380E15     0.0000E00    2.0970E-10   6.9644E-12    56639.276111    56639.279776
1.1380E15     0.0000E00    2.0212E-10   6.7126E-12    56635.268125    56635.271449
1.4770E15     0.0000E00    2.2477E-10   7.4651E-12    56635.26    56635.263939
8.5630E14     0.0000E00    1.7344E-10   4.5159E-12    57520.973866    57520.984528
1.3440E15     0.0000E00    3.9754E-10   1.3203E-11    56402.11228    56402.132153
1.4770E15     0.0000E00    1.9219E-10   6.3832E-12    57426.185185    57426.189898
1.4770E15     0.0000E00    1.7691E-10   5.8753E-12    57451.266053    57451.269593
1.3440E15     0.0000E00    1.9204E-10   6.3779E-12    57451.269711    57451.273251
1.4770E15     0.0000E00    3.3400E-10   1.1093E-11    56355.98375    56355.98868
1.4770E15     0.0000E00    1.1370E-10   3.7761E-12    55154.42566    55154.434946
1.3440E15     0.0000E00    1.1051E-10   4.3106E-12    55154.429109    55154.432455
1.1380E15     0.0000E00    1.0037E-10   3.3333E-12    55154.432569    55154.435351
1.3440E15     0.0000E00    1.5973E-10   5.3049E-12    55957.413657    55957.418109
1.1380E15     0.0000E00    1.3855E-10   4.6014E-12    55957.418241    55957.422142
1.1380E15     0.0000E00    1.6505E-10   5.4813E-12    57451.273356    57451.27699
1.4770E15     0.0000E00    3.6962E-10   1.2276E-11    56287.120162    56287.12442
1.1380E15     0.0000E00    9.8535E-11   3.2726E-12    55362.90272    55362.905117
1.4770E15     0.0000E00    1.4988E-10   4.9777E-12    55348.95331    55348.957112
1.3440E15     0.0000E00    1.9561E-10   6.4965E-12    56008.158634    56008.162562
1.1380E15     0.0000E00    2.4751E-10   8.2203E-12    56370.074583    56370.078388
1.3440E15     0.0000E00    1.5395E-10   5.1130E-12    55348.957234    55348.961036
1.1380E15     0.0000E00    1.4112E-10   4.6868E-12    55348.961157    55348.9652
1.3440E15     0.0000E00    2.0483E-10   6.8026E-12    55537.481076    55537.485334
1.3440E15     0.0000E00    3.2764E-10   1.0881E-11    56381.952164    56381.956194
1.3440E15     0.0000E00    2.9065E-10   9.6534E-12    55664.810081    55664.81435
1.3440E15     0.0000E00    1.6573E-10   5.5040E-12    57131.190706    57131.194212
1.1380E15     0.0000E00    1.6657E-10   5.5320E-12    56008.162685    56008.166581
1.1380E15     0.0000E00    2.5211E-10   8.3731E-12    55664.814479    55664.815933
1.4770E15     0.0000E00    2.7780E-10   9.2265E-12    55664.805683    55664.809952
1.4770E15     0.0000E00    1.2816E-10   4.2563E-12    54920.964965    54920.969679
1.4770E15     0.0000E00    3.0461E-10   1.0117E-11    56370.066736    56370.070538
1.4770E15     0.0000E00    2.5336E-10   8.4147E-12    55627.268137    55627.273044
1.3440E15     0.0000E00    3.0157E-10   1.0016E-11    56370.07066    56370.074462
1.3440E15     0.0000E00    2.2253E-10   7.3907E-12    55845.830208    55845.834694
1.1380E15     0.0000E00    1.8775E-10   6.2357E-12    55845.834838    55845.83881
1.4770E15     0.0000E00    2.1665E-10   7.1952E-12    55845.825579    55845.830064
1.4770E15     0.0000E00    1.5694E-10   5.2124E-12    57370.416134    57370.42013
1.1380E15     0.0000E00    1.2870E-10   4.2745E-12    57478.173484    57478.177684
1.4770E15     0.0000E00    1.3923E-10   4.6242E-12    57478.164572    57478.168898
1.4770E15     0.0000E00    4.0527E-10   1.3460E-11    56383.274468    56383.284501
1.3440E15     0.0000E00    1.4702E-10   4.8829E-12    57478.169028    57478.173354
1.3440E15     0.0000E00    1.6726E-10   5.5550E-12    57370.420243    57370.424239
1.1380E15     0.0000E00    1.7931E-10   5.9551E-12    55537.485475    55537.489499
1.1380E15     0.0000E00    3.2628E-10   1.0836E-11    56287.128935    56287.132552
1.4770E15     0.0000E00    1.4851E-10   4.9321E-12    55150.798403    55150.802433
1.1380E15     0.0000E00    1.4374E-10   4.7740E-12    57370.424363    57370.428375
1.3440E15     0.0000E00    1.0949E-10   3.6365E-12    55362.90066    55362.904163
1.3440E15     0.0000E00    3.8316E-10   1.2726E-11    56287.124549    56287.128806
1.4770E15     0.0000E00    2.0126E-10   6.6840E-12    55537.47669    55537.480948
1.4770E15     0.0000E00    1.1162E-10   3.7071E-12    55362.898588    55362.900567
1.4770E15     0.0000E00    3.1896E-10   1.0593E-11    56381.948009    56381.952039
1.3440E15     0.0000E00    4.2795E-10   1.6694E-11    56383.284734    56383.285953
1.1380E15     0.0000E00    1.6967E-10   5.6349E-12    54629.883738    54629.891986
1.4770E15     0.0000E00    2.5807E-10   8.5711E-12    56074.712697    56074.71659
1.4770E15     0.0000E00    1.8696E-10   6.2092E-12    56008.154583    56008.158511
1.3440E15     0.0000E00    1.9204E-10   6.3779E-12    54629.88088    54629.895419
1.1380E15     0.0000E00    2.6400E-10   8.7677E-12    56272.435243    56272.438801
1.1380E15     0.0000E00    2.7899E-10   9.2658E-12    56381.956319    56381.960326
1.4770E15     0.0000E00    1.9577E-10   6.5018E-12    54629.878044    54629.906644
1.3440E15     0.0000E00    2.5787E-10   8.5640E-12    55627.273183    55627.27809
1.3440E15     0.0000E00    1.4838E-10   4.9281E-12    55150.73588    55150.73991
1.1380E15     0.0000E00    1.2405E-10   4.1199E-12    55150.672674    55150.676321
1.4770E15     0.0000E00    1.4988E-10   4.9777E-12    57131.187083    57131.190589
1.3440E15     0.0000E00    3.1002E-10   1.0296E-11    56272.431319    56272.435121
1.4770E15     0.0000E00    2.9359E-10   9.7508E-12    56272.427396    56272.431198
1.1380E15     0.0000E00    2.2781E-10   7.5663E-12    56074.720729    56074.724236
1.1380E15     0.0000E00    1.2752E-10   4.2353E-12    54914.948588    54914.953381
1.4770E15     0.0000E00    1.4714E-10   4.8869E-12    54914.938426    54914.943367
1.1380E15     0.0000E00    1.1524E-10   3.8272E-12    54920.974664    54920.979084
1.3440E15     0.0000E00    1.2924E-10   4.2922E-12    54920.969815    54920.974528
1.1380E15     0.0000E00    1.3477E-10   5.2571E-12    57131.194329    57131.195057
1.3440E15     0.0000E00    1.4702E-10   4.8829E-12    54914.943507    54914.948448
1.3440E15     0.0000E00    2.6508E-10   8.8040E-12    56074.716713    56074.720606
1.1380E15     0.0000E00    2.2573E-10   7.4970E-12    55627.278229    55627.283231
1.4770E15     0.0000E00    1.7855E-10   5.9298E-12    56629.53022    56629.534705
1.1380E15     0.0000E00    1.1630E-10   3.8627E-12    55152.223102    55152.234083
1.3440E15     0.0000E00    1.9028E-10   6.3194E-12    56629.534838    56629.539324
1.1380E15     0.0000E00    1.6353E-10   5.4311E-12    56629.539456    56629.543659
1.4770E15     0.0000E00    1.3544E-10   4.4982E-12    55152.216655    55152.229357
1.3440E15     0.0000E00    1.3912E-10   4.6204E-12    55152.219873    55152.232575
1.1380E15     0.0000E00    1.9661E-10   6.5295E-12    56683.369097    56683.372827
1.4770E15     0.0000E00    2.1864E-10   7.2618E-12    56683.361806    56683.365334
1.3440E15     0.0000E00    2.2876E-10   7.5976E-12    56683.365451    56683.36898
1.3440E15     0.0000E00    1.3409E-10   4.4532E-12    55941.118275    55941.122294
1.4770E15     0.0000E00    1.3420E-10   4.4570E-12    55941.114132    55941.11815
1.1380E15     0.0000E00    1.1630E-10   3.8627E-12    55941.122419    55941.126304
1.1380E15     0.0000E00    1.4243E-10   4.7302E-12    55894.049965    55894.054772
1.3440E15     0.0000E00    1.6270E-10   5.4035E-12    55894.044942    55894.049815
1.1380E15     0.0000E00    1.3109E-10   5.1138E-12    55150.552384    55150.552742
1.4770E15     0.0000E00    1.4313E-10   4.7537E-12    55150.524838    55150.534992
1.3440E15     0.0000E00    1.4702E-10   5.7350E-12    55150.551759    55150.552326
1.4770E15     0.0000E00    1.5408E-10   5.1173E-12    55894.039931    55894.044803
1.4770E15     0.0000E00    1.1796E-10   3.9178E-12    55153.422882    55153.430188
1.3440E15     0.0000E00    1.3784E-10   4.5780E-12    55153.425868    55153.433174
1.1380E15     0.0000E00    1.1846E-10   3.9344E-12    55153.428866    55153.435106
# WISE W4 ExtEll (id = 38)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.3630E13     0.0000E00    7.6108E-12   3.1503E-13    55331.94355647    55337.43410565
# WISE W3 ExtEll (id = 37)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4980E13     0.0000E00    9.6719E-12   1.6173E-13    55331.94355647    55337.43410565
# WISE W2 ExtEll (id = 36)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
6.5170E13     0.0000E00    2.9580E-11   4.7287E-13    55331.94355647    55337.43410565
# WISE W1 ExtEll (id = 35)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.8170E13     0.0000E00    4.5085E-11   7.2067E-13    55331.94355647    55337.43410565
# allwise w4 (id = 34)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.3630E13     0.0000E00    7.7238E-12   3.1971E-13    55331.94355647    55337.43410565
# allwise w3 (id = 33)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4980E13     0.0000E00    9.7344E-12   1.6692E-13    55331.94355647    55337.43410565
# allwise w2 (id = 32)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
6.5170E13     0.0000E00    3.5595E-11   5.6903E-13    55331.94355647    55528.87043664
# allwise w1 (id = 31)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.8170E13     0.0000E00    5.2339E-11   8.2122E-13    55331.94355647    55528.87043664
